Driver,Lap,Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime
SAI,3,2021-08-29 16:24:35.467,9917,163,4,12,True,1,car,0 days 00:00:32.787000,0 days 04:23:34.340000
SAI,3,2021-08-29 16:24:35.706,9789,158,4,17,False,1,car,0 days 00:00:33.026000,0 days 04:23:34.579000
SAI,3,2021-08-29 16:24:35.946,9660,156,4,20,False,1,car,0 days 00:00:33.266000,0 days 04:23:34.819000
SAI,3,2021-08-29 16:24:36.186,9222,152,4,25,False,1,car,0 days 00:00:33.506000,0 days 04:23:35.059000
SAI,3,2021-08-29 16:24:36.426,9323,150,4,23,False,1,car,0 days 00:00:33.746000,0 days 04:23:35.299000
SAI,3,2021-08-29 16:24:36.666,8998,148,4,24,False,1,car,0 days 00:00:33.986000,0 days 04:23:35.539000
SAI,3,2021-08-29 16:24:36.906,8919,145,4,25,False,1,car,0 days 00:00:34.226000,0 days 04:23:35.779000
SAI,3,2021-08-29 16:24:37.107,8754,143,4,25,False,1,car,0 days 00:00:34.427000,0 days 04:23:35.980000
SAI,3,2021-08-29 16:24:37.347,8769,143,4,29,False,1,car,0 days 00:00:34.667000,0 days 04:23:36.220000
SAI,3,2021-08-29 16:24:37.587,8692,140,4,35,False,1,car,0 days 00:00:34.907000,0 days 04:23:36.460000
SAI,3,2021-08-29 16:24:37.827,8740,140,4,40,False,1,car,0 days 00:00:35.147000,0 days 04:23:36.700000
SAI,3,2021-08-29 16:24:38.067,8712,140,4,38,False,1,car,0 days 00:00:35.387000,0 days 04:23:36.940000
SAI,3,2021-08-29 16:24:38.307,8388,138,4,22,True,1,car,0 days 00:00:35.627000,0 days 04:23:37.180000
SAI,3,2021-08-29 16:24:38.547,8533,137,4,37,False,1,car,0 days 00:00:35.867000,0 days 04:23:37.420000
SAI,3,2021-08-29 16:24:38.787,8789,140,4,48,False,1,car,0 days 00:00:36.107000,0 days 04:23:37.660000
SAI,3,2021-08-29 16:24:39.027,8908,141,4,50,False,1,car,0 days 00:00:36.347000,0 days 04:23:37.900000
SAI,3,2021-08-29 16:24:39.267,9168,144,4,50,False,1,car,0 days 00:00:36.587000,0 days 04:23:38.140000
SAI,3,2021-08-29 16:24:39.507,9279,148,4,53,False,1,car,0 days 00:00:36.827000,0 days 04:23:38.380000
SAI,3,2021-08-29 16:24:39.747,9269,149,4,37,False,1,car,0 days 00:00:37.067000,0 days 04:23:38.620000
SAI,3,2021-08-29 16:24:39.987,8950,149,4,16,True,1,car,0 days 00:00:37.307000,0 days 04:23:38.860000
SAI,3,2021-08-29 16:24:40.227,8860,145,4,9,True,1,car,0 days 00:00:37.547000,0 days 04:23:39.100000
SAI,3,2021-08-29 16:24:40.467,8632,142,4,5,True,1,car,0 days 00:00:37.787000,0 days 04:23:39.340000
SAI,3,2021-08-29 16:24:40.707,8377,138,4,0,True,1,car,0 days 00:00:38.027000,0 days 04:23:39.580000
SAI,3,2021-08-29 16:24:40.947,8265,134,4,0,True,1,car,0 days 00:00:38.267000,0 days 04:23:39.820000
SAI,3,2021-08-29 16:24:41.187,9322,128,3,2,True,1,car,0 days 00:00:38.507000,0 days 04:23:40.060000
SAI,3,2021-08-29 16:24:41.427,9120,125,3,6,True,1,car,0 days 00:00:38.747000,0 days 04:23:40.300000
SAI,3,2021-08-29 16:24:41.707,8823,121,3,24,True,1,car,0 days 00:00:39.027000,0 days 04:23:40.580000
SAI,3,2021-08-29 16:24:41.947,8988,121,3,36,False,1,car,0 days 00:00:39.267000,0 days 04:23:40.820000
SAI,3,2021-08-29 16:24:42.187,9117,122,3,47,False,1,car,0 days 00:00:39.507000,0 days 04:23:41.060000
SAI,3,2021-08-29 16:24:42.426,9416,125,3,54,False,1,car,0 days 00:00:39.746000,0 days 04:23:41.299000
SAI,3,2021-08-29 16:24:42.706,10292,130,3,69,False,1,car,0 days 00:00:40.026000,0 days 04:23:41.579000
SAI,3,2021-08-29 16:24:42.946,11838,136,3,75,False,1,car,0 days 00:00:40.266000,0 days 04:23:41.819000
SAI,3,2021-08-29 16:24:43.186,11980,143,3,51,False,1,car,0 days 00:00:40.506000,0 days 04:23:42.059000
SAI,3,2021-08-29 16:24:43.426,11980,146,3,51,False,1,car,0 days 00:00:40.746000,0 days 04:23:42.299000
SAI,3,2021-08-29 16:24:43.627,11544,152,3,77,False,1,car,0 days 00:00:40.947000,0 days 04:23:42.500000
SAI,3,2021-08-29 16:24:43.867,11271,158,3,83,False,1,car,0 days 00:00:41.187000,0 days 04:23:42.740000
SAI,3,2021-08-29 16:24:44.107,10281,167,4,85,False,1,car,0 days 00:00:41.427000,0 days 04:23:42.980000
SAI,3,2021-08-29 16:24:44.347,11192,173,4,100,False,1,car,0 days 00:00:41.667000,0 days 04:23:43.220000
SAI,3,2021-08-29 16:24:44.587,11479,179,4,100,False,1,car,0 days 00:00:41.907000,0 days 04:23:43.460000
SAI,3,2021-08-29 16:24:44.827,11603,187,4,100,False,1,car,0 days 00:00:42.147000,0 days 04:23:43.700000
SAI,3,2021-08-29 16:24:45.067,10976,191,4,57,True,1,car,0 days 00:00:42.387000,0 days 04:23:43.940000
SAI,3,2021-08-29 16:24:45.307,9742,190,5,9,True,1,car,0 days 00:00:42.627000,0 days 04:23:44.180000
SAI,3,2021-08-29 16:24:45.547,9410,182,5,0,True,1,car,0 days 00:00:42.867000,0 days 04:23:44.420000
SAI,3,2021-08-29 16:24:45.787,8698,169,5,0,True,1,car,0 days 00:00:43.107000,0 days 04:23:44.660000
SAI,3,2021-08-29 16:24:46.027,9122,159,5,0,True,1,car,0 days 00:00:43.347000,0 days 04:23:44.900000
SAI,3,2021-08-29 16:24:46.267,9942,150,5,0,True,1,car,0 days 00:00:43.587000,0 days 04:23:45.140000
SAI,3,2021-08-29 16:24:46.507,10133,139,3,34,True,1,car,0 days 00:00:43.827000,0 days 04:23:45.380000
SAI,3,2021-08-29 16:24:46.747,10354,139,3,52,False,1,car,0 days 00:00:44.067000,0 days 04:23:45.620000
SAI,3,2021-08-29 16:24:46.987,10755,145,3,62,False,1,car,0 days 00:00:44.307000,0 days 04:23:45.860000
SAI,3,2021-08-29 16:24:47.267,11022,150,3,64,False,1,car,0 days 00:00:44.587000,0 days 04:23:46.140000
SAI,3,2021-08-29 16:24:47.507,11522,156,3,64,False,1,car,0 days 00:00:44.827000,0 days 04:23:46.380000
SAI,3,2021-08-29 16:24:47.747,10984,161,3,63,False,1,car,0 days 00:00:45.067000,0 days 04:23:46.620000
SAI,3,2021-08-29 16:24:47.987,10581,167,4,69,False,1,car,0 days 00:00:45.307000,0 days 04:23:46.860000
SAI,3,2021-08-29 16:24:48.227,10899,172,4,73,False,1,car,0 days 00:00:45.547000,0 days 04:23:47.100000
SAI,3,2021-08-29 16:24:48.467,11239,177,4,76,False,1,car,0 days 00:00:45.787000,0 days 04:23:47.340000
SAI,3,2021-08-29 16:24:48.707,11704,185,4,78,False,1,car,0 days 00:00:46.027000,0 days 04:23:47.580000
SAI,3,2021-08-29 16:24:48.946,11933,190,4,81,False,1,car,0 days 00:00:46.266000,0 days 04:23:47.819000
SAI,3,2021-08-29 16:24:49.186,10997,197,5,82,False,1,car,0 days 00:00:46.506000,0 days 04:23:48.059000
SAI,3,2021-08-29 16:24:49.426,10735,201,5,85,False,1,car,0 days 00:00:46.746000,0 days 04:23:48.299000
SAI,3,2021-08-29 16:24:49.666,11001,205,5,100,False,1,car,0 days 00:00:46.986000,0 days 04:23:48.539000
SAI,3,2021-08-29 16:24:49.906,11172,210,5,100,False,1,car,0 days 00:00:47.226000,0 days 04:23:48.779000
SAI,3,2021-08-29 16:24:50.107,11355,214,5,100,False,1,car,0 days 00:00:47.427000,0 days 04:23:48.980000
SAI,3,2021-08-29 16:24:50.347,11552,217,5,74,True,1,car,0 days 00:00:47.667000,0 days 04:23:49.220000
SAI,3,2021-08-29 16:24:50.587,10752,208,5,2,True,1,car,0 days 00:00:47.907000,0 days 04:23:49.460000
SAI,3,2021-08-29 16:24:50.827,10266,197,5,0,True,1,car,0 days 00:00:48.147000,0 days 04:23:49.700000
SAI,3,2021-08-29 16:24:51.067,9916,186,5,0,True,1,car,0 days 00:00:48.387000,0 days 04:23:49.940000
SAI,3,2021-08-29 16:24:51.307,10744,177,4,42,False,1,car,0 days 00:00:48.627000,0 days 04:23:50.180000
SAI,3,2021-08-29 16:24:51.547,11052,177,4,64,False,1,car,0 days 00:00:48.867000,0 days 04:23:50.420000
SAI,3,2021-08-29 16:24:51.787,11392,180,4,84,False,1,car,0 days 00:00:49.107000,0 days 04:23:50.660000
SAI,3,2021-08-29 16:24:52.027,11680,185,4,100,False,1,car,0 days 00:00:49.347000,0 days 04:23:50.900000
SAI,3,2021-08-29 16:24:52.267,12095,190,4,100,False,1,car,0 days 00:00:49.587000,0 days 04:23:51.140000
SAI,3,2021-08-29 16:24:52.507,12342,197,4,100,False,1,car,0 days 00:00:49.827000,0 days 04:23:51.380000
SAI,3,2021-08-29 16:24:52.747,10802,199,4,100,False,1,car,0 days 00:00:50.067000,0 days 04:23:51.620000
SAI,3,2021-08-29 16:24:52.987,10851,204,5,100,True,1,car,0 days 00:00:50.307000,0 days 04:23:51.860000
SAI,3,2021-08-29 16:24:53.227,10805,206,5,100,True,1,car,0 days 00:00:50.547000,0 days 04:23:52.100000
SAI,3,2021-08-29 16:24:53.467,10556,203,5,100,True,1,car,0 days 00:00:50.787000,0 days 04:23:52.340000
SAI,3,2021-08-29 16:24:53.707,10562,200,5,100,True,1,car,0 days 00:00:51.027000,0 days 04:23:52.580000
SAI,3,2021-08-29 16:24:53.947,10644,199,5,100,True,1,car,0 days 00:00:51.267000,0 days 04:23:52.820000
SAI,3,2021-08-29 16:24:54.187,10670,203,5,100,True,1,car,0 days 00:00:51.507000,0 days 04:23:53.060000
SAI,3,2021-08-29 16:24:54.427,10610,202,5,100,True,1,car,0 days 00:00:51.747000,0 days 04:23:53.300000
SAI,3,2021-08-29 16:24:54.667,10677,198,5,100,True,1,car,0 days 00:00:51.987000,0 days 04:23:53.540000
SAI,3,2021-08-29 16:24:54.907,10882,203,5,100,True,1,car,0 days 00:00:52.227000,0 days 04:23:53.780000
SAI,3,2021-08-29 16:24:55.147,10639,203,5,100,True,1,car,0 days 00:00:52.467000,0 days 04:23:54.020000
SAI,3,2021-08-29 16:24:55.387,10647,201,5,100,False,1,car,0 days 00:00:52.707000,0 days 04:23:54.260000
SAI,3,2021-08-29 16:24:55.626,10719,202,5,100,True,1,car,0 days 00:00:52.946000,0 days 04:23:54.499000
SAI,3,2021-08-29 16:24:55.866,10467,201,5,100,True,1,car,0 days 00:00:53.186000,0 days 04:23:54.739000
SAI,3,2021-08-29 16:24:56.106,10589,199,5,100,True,1,car,0 days 00:00:53.426000,0 days 04:23:54.979000
SAI,3,2021-08-29 16:24:56.346,10437,202,5,100,True,1,car,0 days 00:00:53.666000,0 days 04:23:55.219000
SAI,3,2021-08-29 16:24:56.586,10360,196,5,100,False,1,car,0 days 00:00:53.906000,0 days 04:23:55.459000
SAI,3,2021-08-29 16:24:56.787,10457,197,5,100,True,1,car,0 days 00:00:54.107000,0 days 04:23:55.660000
SAI,3,2021-08-29 16:24:57.027,10265,199,5,100,True,1,car,0 days 00:00:54.347000,0 days 04:23:55.900000
SAI,3,2021-08-29 16:24:57.267,10499,195,5,100,False,1,car,0 days 00:00:54.587000,0 days 04:23:56.140000
SAI,3,2021-08-29 16:24:57.547,10642,200,5,100,False,1,car,0 days 00:00:54.867000,0 days 04:23:56.420000
SAI,3,2021-08-29 16:24:57.787,10723,206,5,100,False,1,car,0 days 00:00:55.107000,0 days 04:23:56.660000
SAI,3,2021-08-29 16:24:58.067,10903,209,5,96,False,1,car,0 days 00:00:55.387000,0 days 04:23:56.940000
SAI,3,2021-08-29 16:24:58.307,10565,204,5,9,True,1,car,0 days 00:00:55.627000,0 days 04:23:57.180000
SAI,3,2021-08-29 16:24:58.547,10553,201,5,42,False,1,car,0 days 00:00:55.867000,0 days 04:23:57.420000
SAI,3,2021-08-29 16:24:58.787,10535,201,5,60,False,1,car,0 days 00:00:56.107000,0 days 04:23:57.660000
SAI,3,2021-08-29 16:24:59.027,10646,201,5,60,False,1,car,0 days 00:00:56.347000,0 days 04:23:57.900000
SAI,3,2021-08-29 16:24:59.267,10631,203,5,47,True,1,car,0 days 00:00:56.587000,0 days 04:23:58.140000
SAI,3,2021-08-29 16:24:59.507,10401,201,5,38,True,1,car,0 days 00:00:56.827000,0 days 04:23:58.380000
SAI,3,2021-08-29 16:24:59.747,10223,196,5,10,True,1,car,0 days 00:00:57.067000,0 days 04:23:58.620000
SAI,3,2021-08-29 16:24:59.987,9726,189,5,0,True,1,car,0 days 00:00:57.307000,0 days 04:23:58.860000
SAI,3,2021-08-29 16:25:00.227,9335,183,5,0,True,1,car,0 days 00:00:57.547000,0 days 04:23:59.100000
SAI,3,2021-08-29 16:25:00.467,8891,174,5,0,True,1,car,0 days 00:00:57.787000,0 days 04:23:59.340000
SAI,3,2021-08-29 16:25:00.707,8490,166,5,0,True,1,car,0 days 00:00:58.027000,0 days 04:23:59.580000
SAI,3,2021-08-29 16:25:00.947,9087,160,5,0,True,1,car,0 days 00:00:58.267000,0 days 04:23:59.820000
SAI,3,2021-08-29 16:25:01.187,9367,152,4,0,True,1,car,0 days 00:00:58.507000,0 days 04:24:00.060000
SAI,3,2021-08-29 16:25:01.427,9026,148,4,0,True,1,car,0 days 00:00:58.747000,0 days 04:24:00.300000
SAI,3,2021-08-29 16:25:01.707,9306,139,3,0,True,1,car,0 days 00:00:59.027000,0 days 04:24:00.580000
SAI,3,2021-08-29 16:25:01.947,9517,133,3,0,True,1,car,0 days 00:00:59.267000,0 days 04:24:00.820000
SAI,3,2021-08-29 16:25:02.187,9238,127,3,0,True,1,car,0 days 00:00:59.507000,0 days 04:24:01.060000
SAI,3,2021-08-29 16:25:02.426,8887,122,3,0,True,1,car,0 days 00:00:59.746000,0 days 04:24:01.299000
SAI,3,2021-08-29 16:25:02.666,8388,118,3,0,True,1,car,0 days 00:00:59.986000,0 days 04:24:01.539000
SAI,3,2021-08-29 16:25:02.906,8115,112,3,0,True,1,car,0 days 00:01:00.226000,0 days 04:24:01.779000
SAI,3,2021-08-29 16:25:03.146,7878,109,3,1,True,1,car,0 days 00:01:00.466000,0 days 04:24:02.019000
SAI,3,2021-08-29 16:25:03.347,7718,106,3,2,True,1,car,0 days 00:01:00.667000,0 days 04:24:02.220000
SAI,3,2021-08-29 16:25:03.627,7300,101,3,11,True,1,car,0 days 00:01:00.947000,0 days 04:24:02.500000
SAI,3,2021-08-29 16:25:03.867,7128,99,3,13,False,1,car,0 days 00:01:01.187000,0 days 04:24:02.740000
SAI,3,2021-08-29 16:25:04.107,6914,97,3,14,False,1,car,0 days 00:01:01.427000,0 days 04:24:02.980000
SAI,3,2021-08-29 16:25:04.347,7056,95,3,18,False,1,car,0 days 00:01:01.667000,0 days 04:24:03.220000
SAI,3,2021-08-29 16:25:04.587,6955,93,3,16,False,1,car,0 days 00:01:01.907000,0 days 04:24:03.460000
SAI,3,2021-08-29 16:25:04.827,6849,93,3,16,False,1,car,0 days 00:01:02.147000,0 days 04:24:03.700000
SAI,3,2021-08-29 16:25:05.067,6755,92,3,16,False,1,car,0 days 00:01:02.387000,0 days 04:24:03.940000
SAI,3,2021-08-29 16:25:05.307,6698,91,3,19,False,1,car,0 days 00:01:02.627000,0 days 04:24:04.180000
SAI,3,2021-08-29 16:25:05.547,6608,90,3,22,False,1,car,0 days 00:01:02.867000,0 days 04:24:04.420000
SAI,3,2021-08-29 16:25:05.787,6718,90,3,29,False,1,car,0 days 00:01:03.107000,0 days 04:24:04.660000
SAI,3,2021-08-29 16:25:06.027,7025,92,3,38,False,1,car,0 days 00:01:03.347000,0 days 04:24:04.900000
SAI,3,2021-08-29 16:25:06.267,7443,93,3,41,False,1,car,0 days 00:01:03.587000,0 days 04:24:05.140000
SAI,3,2021-08-29 16:25:06.507,7163,96,3,29,False,1,car,0 days 00:01:03.827000,0 days 04:24:05.380000
SAI,3,2021-08-29 16:25:06.747,7223,96,3,37,False,1,car,0 days 00:01:04.067000,0 days 04:24:05.620000
SAI,3,2021-08-29 16:25:06.987,7180,99,3,23,False,1,car,0 days 00:01:04.307000,0 days 04:24:05.860000
SAI,3,2021-08-29 16:25:07.227,7197,98,3,20,False,1,car,0 days 00:01:04.547000,0 days 04:24:06.100000
SAI,3,2021-08-29 16:25:07.467,7107,97,3,0,False,1,car,0 days 00:01:04.787000,0 days 04:24:06.340000
SAI,3,2021-08-29 16:25:07.707,7021,95,3,20,False,1,car,0 days 00:01:05.027000,0 days 04:24:06.580000
SAI,3,2021-08-29 16:25:07.987,7103,96,3,28,False,1,car,0 days 00:01:05.307000,0 days 04:24:06.860000
SAI,3,2021-08-29 16:25:08.227,7037,96,3,26,False,1,car,0 days 00:01:05.547000,0 days 04:24:07.100000
SAI,3,2021-08-29 16:25:08.467,7177,97,3,26,False,1,car,0 days 00:01:05.787000,0 days 04:24:07.340000
SAI,3,2021-08-29 16:25:08.707,7348,98,3,31,False,1,car,0 days 00:01:06.027000,0 days 04:24:07.580000
SAI,3,2021-08-29 16:25:08.947,7377,99,3,32,False,1,car,0 days 00:01:06.267000,0 days 04:24:07.820000
SAI,3,2021-08-29 16:25:09.186,7673,102,3,39,False,1,car,0 days 00:01:06.506000,0 days 04:24:08.059000
SAI,3,2021-08-29 16:25:09.426,7982,104,3,38,False,1,car,0 days 00:01:06.746000,0 days 04:24:08.299000
SAI,3,2021-08-29 16:25:09.666,7967,104,3,39,False,1,car,0 days 00:01:06.986000,0 days 04:24:08.539000
SAI,3,2021-08-29 16:25:09.867,8218,108,3,46,False,1,car,0 days 00:01:07.187000,0 days 04:24:08.740000
SAI,3,2021-08-29 16:25:10.107,8525,113,3,48,False,1,car,0 days 00:01:07.427000,0 days 04:24:08.980000
SAI,3,2021-08-29 16:25:10.347,8908,117,3,55,False,1,car,0 days 00:01:07.667000,0 days 04:24:09.220000
SAI,3,2021-08-29 16:25:10.587,9103,124,3,55,False,1,car,0 days 00:01:07.907000,0 days 04:24:09.460000
SAI,3,2021-08-29 16:25:10.827,9292,124,3,26,True,1,car,0 days 00:01:08.147000,0 days 04:24:09.700000
SAI,3,2021-08-29 16:25:11.067,9104,125,3,10,True,1,car,0 days 00:01:08.387000,0 days 04:24:09.940000
SAI,3,2021-08-29 16:25:11.307,8892,120,3,9,False,1,car,0 days 00:01:08.627000,0 days 04:24:10.180000
SAI,3,2021-08-29 16:25:11.547,8624,119,3,5,True,1,car,0 days 00:01:08.867000,0 days 04:24:10.420000
SAI,3,2021-08-29 16:25:11.787,8392,115,3,3,False,1,car,0 days 00:01:09.107000,0 days 04:24:10.660000
SAI,3,2021-08-29 16:25:12.027,8280,113,3,4,False,1,car,0 days 00:01:09.347000,0 days 04:24:10.900000
SAI,3,2021-08-29 16:25:12.267,8020,111,3,2,False,1,car,0 days 00:01:09.587000,0 days 04:24:11.140000
SAI,3,2021-08-29 16:25:12.547,7837,109,3,11,False,1,car,0 days 00:01:09.867000,0 days 04:24:11.420000
SAI,3,2021-08-29 16:25:12.787,7805,107,3,26,False,1,car,0 days 00:01:10.107000,0 days 04:24:11.660000
SAI,3,2021-08-29 16:25:13.027,7898,107,3,30,False,1,car,0 days 00:01:10.347000,0 days 04:24:11.900000
SAI,3,2021-08-29 16:25:13.267,8240,109,3,41,False,1,car,0 days 00:01:10.587000,0 days 04:24:12.140000
SAI,3,2021-08-29 16:25:13.507,8416,113,3,39,False,1,car,0 days 00:01:10.827000,0 days 04:24:12.380000
SAI,3,2021-08-29 16:25:13.747,8592,115,3,41,False,1,car,0 days 00:01:11.067000,0 days 04:24:12.620000
SAI,3,2021-08-29 16:25:14.027,8772,117,3,44,False,1,car,0 days 00:01:11.347000,0 days 04:24:12.900000
SAI,3,2021-08-29 16:25:14.267,9313,120,3,49,False,1,car,0 days 00:01:11.587000,0 days 04:24:13.140000
SAI,3,2021-08-29 16:25:14.507,9668,124,3,57,False,1,car,0 days 00:01:11.827000,0 days 04:24:13.380000
SAI,3,2021-08-29 16:25:14.747,9870,129,3,59,False,1,car,0 days 00:01:12.067000,0 days 04:24:13.620000
SAI,3,2021-08-29 16:25:14.987,10658,138,3,65,False,1,car,0 days 00:01:12.307000,0 days 04:24:13.860000
SAI,3,2021-08-29 16:25:15.227,12104,146,3,77,False,1,car,0 days 00:01:12.547000,0 days 04:24:14.100000
SAI,3,2021-08-29 16:25:15.467,12104,152,3,65,False,1,car,0 days 00:01:12.787000,0 days 04:24:14.340000
SAI,3,2021-08-29 16:25:15.707,10424,159,4,81,False,1,car,0 days 00:01:13.027000,0 days 04:24:14.580000
SAI,3,2021-08-29 16:25:15.946,10546,166,4,100,False,1,car,0 days 00:01:13.266000,0 days 04:24:14.819000
SAI,3,2021-08-29 16:25:16.186,10826,176,4,100,False,1,car,0 days 00:01:13.506000,0 days 04:24:15.059000
SAI,3,2021-08-29 16:25:16.387,11458,182,4,100,False,1,car,0 days 00:01:13.707000,0 days 04:24:15.260000
SAI,3,2021-08-29 16:25:16.627,11688,187,4,100,False,1,car,0 days 00:01:13.947000,0 days 04:24:15.500000
SAI,3,2021-08-29 16:25:16.867,10848,192,4,100,False,1,car,0 days 00:01:14.187000,0 days 04:24:15.740000
SAI,3,2021-08-29 16:25:17.107,10614,200,5,100,False,1,car,0 days 00:01:14.427000,0 days 04:24:15.980000
SAI,3,2021-08-29 16:25:17.347,10457,199,5,2,True,1,car,0 days 00:01:14.667000,0 days 04:24:16.220000
SAI,3,2021-08-29 16:25:17.587,9775,189,5,0,True,1,car,0 days 00:01:14.907000,0 days 04:24:16.460000
SAI,3,2021-08-29 16:25:17.827,9310,184,5,0,True,1,car,0 days 00:01:15.147000,0 days 04:24:16.700000
SAI,3,2021-08-29 16:25:18.067,8670,175,5,0,True,1,car,0 days 00:01:15.387000,0 days 04:24:16.940000
SAI,3,2021-08-29 16:25:18.307,9787,157,5,0,True,1,car,0 days 00:01:15.627000,0 days 04:24:17.180000
SAI,3,2021-08-29 16:25:18.547,10491,153,4,0,True,1,car,0 days 00:01:15.867000,0 days 04:24:17.420000
SAI,3,2021-08-29 16:25:18.787,10224,141,3,0,True,1,car,0 days 00:01:16.107000,0 days 04:24:17.660000
SAI,3,2021-08-29 16:25:19.027,9839,137,3,0,True,1,car,0 days 00:01:16.347000,0 days 04:24:17.900000
SAI,3,2021-08-29 16:25:19.267,9482,133,3,0,True,1,car,0 days 00:01:16.587000,0 days 04:24:18.140000
SAI,3,2021-08-29 16:25:19.507,9210,128,3,0,True,1,car,0 days 00:01:16.827000,0 days 04:24:18.380000
SAI,3,2021-08-29 16:25:19.747,8996,125,3,0,True,1,car,0 days 00:01:17.067000,0 days 04:24:18.620000
SAI,3,2021-08-29 16:25:19.987,8816,122,3,0,True,1,car,0 days 00:01:17.307000,0 days 04:24:18.860000
SAI,3,2021-08-29 16:25:20.227,8611,117,3,0,True,1,car,0 days 00:01:17.547000,0 days 04:24:19.100000
SAI,3,2021-08-29 16:25:20.467,8101,113,3,0,True,1,car,0 days 00:01:17.787000,0 days 04:24:19.340000
SAI,3,2021-08-29 16:25:20.707,7708,107,3,0,True,1,car,0 days 00:01:18.027000,0 days 04:24:19.580000
SAI,3,2021-08-29 16:25:20.947,7513,104,3,0,True,1,car,0 days 00:01:18.267000,0 days 04:24:19.820000
SAI,3,2021-08-29 16:25:21.227,7186,100,3,0,True,1,car,0 days 00:01:18.547000,0 days 04:24:20.100000
SAI,3,2021-08-29 16:25:21.467,6991,98,3,1,True,1,car,0 days 00:01:18.787000,0 days 04:24:20.340000
SAI,3,2021-08-29 16:25:21.707,6814,95,3,10,False,1,car,0 days 00:01:19.027000,0 days 04:24:20.580000
SAI,3,2021-08-29 16:25:21.947,7019,93,3,15,False,1,car,0 days 00:01:19.267000,0 days 04:24:20.820000
SAI,3,2021-08-29 16:25:22.187,6976,93,3,19,False,1,car,0 days 00:01:19.507000,0 days 04:24:21.060000
SAI,3,2021-08-29 16:25:22.427,6927,93,3,23,False,1,car,0 days 00:01:19.747000,0 days 04:24:21.300000
SAI,3,2021-08-29 16:25:22.666,6855,94,3,24,False,1,car,0 days 00:01:19.986000,0 days 04:24:21.539000
SAI,3,2021-08-29 16:25:22.906,6557,93,3,6,False,1,car,0 days 00:01:20.226000,0 days 04:24:21.779000
SAI,3,2021-08-29 16:25:23.107,6601,91,3,3,True,1,car,0 days 00:01:20.427000,0 days 04:24:21.980000
SAI,3,2021-08-29 16:25:23.347,6601,91,3,3,True,1,car,0 days 00:01:20.667000,0 days 04:24:22.220000
SAI,3,2021-08-29 16:25:23.587,6543,88,3,15,False,1,car,0 days 00:01:20.907000,0 days 04:24:22.460000
SAI,3,2021-08-29 16:25:23.827,6141,88,3,3,False,1,car,0 days 00:01:21.147000,0 days 04:24:22.700000
SAI,3,2021-08-29 16:25:24.067,6326,86,3,14,False,1,car,0 days 00:01:21.387000,0 days 04:24:22.940000
SAI,3,2021-08-29 16:25:24.307,6416,87,3,26,False,1,car,0 days 00:01:21.627000,0 days 04:24:23.180000
SAI,3,2021-08-29 16:25:24.547,6517,87,3,27,False,1,car,0 days 00:01:21.867000,0 days 04:24:23.420000
SAI,3,2021-08-29 16:25:24.787,6376,88,3,0,False,1,car,0 days 00:01:22.107000,0 days 04:24:23.660000
SAI,3,2021-08-29 16:25:25.027,6324,87,3,11,False,1,car,0 days 00:01:22.347000,0 days 04:24:23.900000
SAI,3,2021-08-29 16:25:25.267,6142,86,3,0,False,1,car,0 days 00:01:22.587000,0 days 04:24:24.140000
SAI,3,2021-08-29 16:25:25.507,6347,85,3,27,False,1,car,0 days 00:01:22.827000,0 days 04:24:24.380000
SAI,3,2021-08-29 16:25:25.787,6576,88,3,34,False,1,car,0 days 00:01:23.107000,0 days 04:24:24.660000
SAI,3,2021-08-29 16:25:26.027,6866,91,3,36,False,1,car,0 days 00:01:23.347000,0 days 04:24:24.900000
SAI,3,2021-08-29 16:25:26.267,6873,93,3,28,False,1,car,0 days 00:01:23.587000,0 days 04:24:25.140000
SAI,3,2021-08-29 16:25:26.507,7123,95,3,32,False,1,car,0 days 00:01:23.827000,0 days 04:24:25.380000
SAI,3,2021-08-29 16:25:26.747,7320,95,3,36,False,1,car,0 days 00:01:24.067000,0 days 04:24:25.620000
SAI,3,2021-08-29 16:25:26.987,7561,100,3,38,False,1,car,0 days 00:01:24.307000,0 days 04:24:25.860000
SAI,3,2021-08-29 16:25:27.267,7787,103,3,39,False,1,car,0 days 00:01:24.587000,0 days 04:24:26.140000
SAI,3,2021-08-29 16:25:27.507,8193,108,3,44,False,1,car,0 days 00:01:24.827000,0 days 04:24:26.380000
SAI,3,2021-08-29 16:25:27.747,8526,110,3,46,False,1,car,0 days 00:01:25.067000,0 days 04:24:26.620000
SAI,3,2021-08-29 16:25:28.027,9132,118,3,49,False,1,car,0 days 00:01:25.347000,0 days 04:24:26.900000
SAI,3,2021-08-29 16:25:28.267,9296,120,3,52,False,1,car,0 days 00:01:25.587000,0 days 04:24:27.140000
SAI,3,2021-08-29 16:25:28.507,9865,128,3,56,False,1,car,0 days 00:01:25.827000,0 days 04:24:27.380000
SAI,3,2021-08-29 16:25:28.747,10191,133,3,62,False,1,car,0 days 00:01:26.067000,0 days 04:24:27.620000
SAI,3,2021-08-29 16:25:28.987,11001,143,3,71,False,1,car,0 days 00:01:26.307000,0 days 04:24:27.860000
SAI,3,2021-08-29 16:25:29.226,10773,145,3,4,True,1,car,0 days 00:01:26.546000,0 days 04:24:28.099000
SAI,3,2021-08-29 16:25:29.466,10129,142,3,1,True,1,car,0 days 00:01:26.786000,0 days 04:24:28.339000
